Headline,Source,Posted,Description,Link
India passes data protection law amid surveillance concerns,Reuters via Yahoo Finance,1 day ago,Indian lawmakers on Wednesday passed a data protection law that will dictate how tech companies process users' data amid criticism that it will likely lead to increased surveillance by the government ...,https://finance.yahoo.com/news/india-passes-data-protection-law-130401850.html?fr=sycsrp_catchall
Guyana India West Indies Cricket,The Herald Journal,2 days ago,"India's Suryakumar Yadav plays a shot against West Indies during the third T20 cricket match at Providence Stadium in Georgetown, Trinidad and Tobago,...",https://www.hjnews.com/sports/nation/guyana-india-west-indies-cricket/image_9e88ec31-ed34-59a3-aa10-e8c8d07c752b.html
Paracetamol maker Granules India’ Q1 profit hurt by cyber attack disruptions,KFGO,1 day ago,"HYDERABAD (Reuters) - Granules India Ltd, the maker of paracetamol and ibuprofen pain relievers, reported a 62.5% fall in first-quarter profit on Wednesday, as a cyber security ...",https://kfgo.com/2023/08/09/paracetamol-maker-granules-india-q1-profit-hurt-by-cyber-attack-disruptions/
Dial Up India’s Digital Investment Thesis | ETF Trends,ETF Trends,2 days ago,"While some emerging markets continue frustrating investors, India is delivering, as highlighted by a...",https://etftrends.com/tactical-allocation-channel/dial-up-indias-digital-investment-thesis/
India's Reliance Industries to hold AGM on Aug. 28,Reuters,6 days ago,India's Reliance Industries on Friday said it will hold its annual general meeting of shareholders on Aug. 28.,https://www.reuters.com/business/indias-reliance-industries-hold-agm-aug-28-2023-08-04/
Ukraine-Russia war – live: Putin ‘considers coming face to face with world leaders’ at G20 summit,The Independent via Yahoo News,2 hours ago,"Russian president Vladimir Putin is considering attending the G20 summit in person, a Kremlin source...",https://news.yahoo.com/ukraine-russia-war-live-explosion-042305134.html?fr=sycsrp_catchall
Comprehensive Guide to Economic Trends in the U.S to Keep an Eye On,International Business Times,2 hours ago,"The United States is one of the great economies in the world, followed by China, Europe, Japan, and ...",https://www.ibtimes.com/comprehensive-guide-economic-trends-us-keep-eye-3708199
India passes data protection legislation in Parliament. Critics fear privacy violation,ABC News,1 day ago,Indian lawmakers Wednesday approved a data protection legislation that “seeks to better regulate big...,https://abcnews.go.com/Technology/wireStory/india-passes-data-protection-legislation-parliament-critics-fear-102156132
India passes data protection legislation in Parliament. Critics fear privacy violation,ABC News,1 day ago,Indian lawmakers Wednesday approved a data protection legislation that “seeks to better regulate big...,https://abcnews.go.com/Technology/wireStory/india-passes-data-protection-legislation-parliament-critics-fear-102156133
Chronic Kidney Disease Is Poised to Become the Black Lung of Climate Change,Time via Yahoo News,2 hours ago,"It’s been documented among rice farmers and salt harvesters in Thailand, Nepali migrant laborers in...",https://news.yahoo.com/chronic-kidney-disease-poised-become-105209895.html?fr=sycsrp_catchall
India’s top court temporarily halts conviction of opposition leader for mocking Modi’s surname,Macon Telegraph,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic ...,https://www.macon.com/news/nation-world/world/article277951903.html
India’s top court temporarily halts conviction of opposition leader for mocking Modi’s surname,Tacoma News Tribune,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic ...,https://www.thenewstribune.com/news/nation-world/world/article277951903.html
India’s top court temporarily halts conviction of opposition leader for mocking Modi’s surname,The Idaho Statesman,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition...,https://www.idahostatesman.com/news/nation-world/world/article277951903.html
India’s top court temporarily halts conviction of opposition leader for mocking Modi’s surname,The Olympian,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic ...,https://www.theolympian.com/news/nation-world/world/article277951903.html
India Opposition Leader,DJournalnow,6 days ago,In this Handout photo released by Congress party office shows India's opposition Congress party leader Rahul Gandhi greets media personnel as he and other party leaders arrive at party headquarters,https://www.djournal.com/news/nation-world/india-opposition-leader/image_cef828f1-8e90-53bd-b3cb-10332b09295f.html
Equinix Expands Footprint in Mumbai to Address Rising Demand for Digital Infrastructure,WATE 6 Knoxville,12 hours ago,"To support India's growing digital economy, which is expected to reach $1 trillion by 20261, Equinix, Inc. (Nasdaq: EQIX), the world's digital infrastructure company ®, today ...",https://www.wate.com/business/press-releases/cision/20230810SF79623/equinix-expands-footprint-in-mumbai-to-address-rising-demand-for-digital-infrastructure
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,The Rock Hill Herald,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.heraldonline.com/news/nation-world/world/article278015638.html
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,The Fresno Bee,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.fresnobee.com/news/nation-world/world/article278015638.html
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,Miami Herald,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.miamiherald.com/news/nation-world/world/article278015638.html
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,Island Packet,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.islandpacket.com/news/nation-world/world/article278015638.html
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,Columbus Ledger-Enquirer,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.ledger-enquirer.com/news/nation-world/world/article278015638.html
India’s Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,The San Luis Obispo Tribune,3 days ago,Indian Prime Minister Narendra Modi’s social media feeds suggest he’s been busy unveiling development projects and rubbing shoulders with foreign leaders — the powerhouse embodiment of an ascendant ...,https://www.sanluisobispo.com/news/nation-world/world/article278015638.html
India passes data protection legislation in parliament. Critics fear privacy violation,ABC News,1 day ago,Indian lawmakers Wednesday approved a data protection legislation that “seeks to better regulate big tech firms and penalize companies for data breaches” as several groups expressed concern ...,https://abcnews.go.com/International/wireStory/india-passes-data-protection-legislation-parliament-critics-fear-102134160
"Rep. Ro Khanna's grandfather fought for India's independence. Now, Khanna leads trip to celebrate it",USA TODAY via Yahoo News,1 day ago,Vidyalankar was an Indian freedom fighter and became part of India’s first parliament. He spent...,https://news.yahoo.com/rep-ro-khannas-grandfather-fought-091650625.html?fr=sycsrp_catchall
Looking for some new places in the Rock Hill region to eat out? Try these area openings,Rock Hill Herald via Yahoo News,1 hour ago,"The restaurant is at 2685 Celanese Road, the corner of Celanese and India Hook roads. The menu...",https://news.yahoo.com/looking-places-rock-hill-region-152110694.html?fr=sycsrp_catchall
"India's New Licensing Mandate On Imports Of Laptops, PCs May Hard-Hit Local Consumers",International Business Times,6 days ago,"In a surprise move to boost local manufacturing in the tech sector, India announced restrictions on...",https://www.ibtimes.com/indias-new-licensing-mandate-imports-laptops-pcs-may-hard-hit-local-consumers-3707580
"Chandrayaan-3: Historic India mission enters Moon orbit, aiming for south pole",BBC via AOL,5 days ago,"Chandrayaan-3, India's latest Moon mission, has entered the lunar orbit, the country's space agency...",https://www.aol.com/chandrayaan-3-historic-india-mission-144326039.html
India's top court temporarily halts conviction of opposition leader for mocking Modi's surname,WFTV 9 Orlando,6 days ago,NEW DELHI — (AP) — India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname ...,https://www.wftv.com/news/world/indias-top-court/YA7B7NU5C4NKSYKC6OSS3WO4ZY/
India's top court temporarily halts conviction of opposition leader for mocking Modi's surname,WSB-TV 2 Atlanta,6 days ago,NEW DELHI — (AP) — India’s top court on Friday temporarily halted the criminal defamation conviction...,https://www.wsbtv.com/news/world/indias-top-court/YA7B7NU5C4NKSYKC6OSS3WO4ZY/
Evion Group at full steam ahead for first expandable graphite product from India in Q4 By Proactive...,Investing.com,15 hours ago,Evion Group NL (ASX:EVG) is making significant strides in the development of the Panthera expandable...,https://au.investing.com/news/stock-market-news/evion-group-at-full-steam-ahead-for-first-expandable-graphite-product-from-india-in-q4-2944619
India’s top court stays conviction of opposition leader for mocking the prime minister’s surname,The Charlotte Observer,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime ministers surname. A fierce critic of Prime Minister ...,https://www.charlotteobserver.com/news/nation-world/world/article277951903.html
India’s top court stays conviction of opposition leader for mocking the prime minister’s surname,The Kansas City Star,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime ministers surname. A fierce critic of Prime Minister ...,https://www.kansascity.com/news/nation-world/world/article277951903.html
India’s top court stays conviction of opposition leader for mocking the prime minister’s surname,The State,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic of Prime ...,https://www.thestate.com/news/nation-world/world/article277951903.html
Election 2024 Artificial Intelligence,Anacortes American,52 minutes ago,Chair of the Federal Election Commission Dara Lindenbaum talks to commissioners after a Federal Election Commission public meeting on whether it should...,https://www.goskagit.com/news/nation/election-2024-artificial-intelligence/image_d39c320f-d115-56ed-911e-d8235c7b2119.html
"India to give temporary relief on new import regime for laptops, tablets",MSN News,6 days ago,By Sarita Chaganti Singh and Shivangi Acharya NEW DELHI (Reuters) -India will provide a transition...,https://www.msn.com/en-ca/money/topstories/india-to-give-temporary-relief-on-new-import-regime-for-laptops-tablets/ar-AA1eMJjv
Can India Become A ‘Drone Superpower’ To Rival China?,Forbes,11 hours ago,"In the world of small drone making, all roads leads from China: Shenzhen-based DJI dominates the...",https://www.forbes.com/sites/davidhambling/2023/08/10/can-india-become-a-drone-superpower-to-rival-china/
"Rice expected to become rarer, more expensive with India export ban",The Columbus Dispatch via Yahoo Finance,3 days ago,"With eggflation finally under control, there is concern the same problem could occur with rice after...",https://finance.yahoo.com/news/rice-expected-become-rarer-more-100119925.html?fr=sycsrp_catchall
India Opposition Leader,DJournalnow,6 days ago,"A supporter wears a mask of Indian opposition leader Rahul Gandhi as he distributes sweets outside Supreme Court complex in New Delhi, India, August 04,...",https://www.djournal.com/news/nation-world/india-opposition-leader/image_2cbf149c-a906-5283-b0fe-3b5116f9dc20.html
Full Scorecard of West Indies vs India 3rd T20I 2023 - Score Report | ESPN.com,ESPN,2 days ago,"Catch live and detailed score report of West Indies vs India 3rd T20I 2023, India tour of West...",https://www.espn.com/series/21485/scorecard/1381219/west-indies-vs-india-3rd-t20i-india-in-west-indies-2023
WTA Polish Open Results,Fort Wayne Journal Gazette,54 minutes ago,Thursday,https://www.journalgazette.net/ap/sports/agate/wta-polish-open-results/article_fd0eb1d3-3093-5221-a546-6acf3916dfd6.html
Rajasthan: India's gig workers see hope in new state law,BBC News,17 hours ago,Rajasthan state recently passed a law that aims to give social security benefits to gig workers.,https://www.bbc.com/news/world-asia-india-66437170
Wall Street says buy the dip on India's Nifty 50 — and Morgan Stanley names its favorite stock,CNBC,17 hours ago,"Bank of America has revealed its year-end price target for India's Nifty index, forecasting that it...",https://www.cnbc.com/2023/08/10/wall-street-says-buy-the-dip-on-indias-nifty-50-and-morgan-stanley-names-its-favorite-stock.html
Exclusive-India bars makers of military drones from using Chinese parts,WHTC 1450 Holland,3 days ago,By Krishn Kaushik NEW DELHI (Reuters) - India in recent months has barred domestic manufacturers of...,https://whtc.com/2023/08/07/exclusive-india-bars-makers-of-military-drones-from-using-chinese-parts/
Indian parliament debates no-confidence motion against Narendra Modi: ‘India is burning’,The Independent UK via AOL,2 days ago,India’s parliament began a debate on a no-confidence motion that opposition political parties have...,https://www.aol.com/indian-parliament-debates-no-confidence-090858531.html
India’s Chandrayaan-3 enters lunar orbit in step closer to moon rover soft landing | News Channel...,KEYT 3 Santa Barbara,3 days ago,“The retrofiring of engines brought it closer to the Moon’s surface.” The craft is expected to land...,https://keyt.com/news/2023/08/06/indias-chandrayaan-3-enters-lunar-orbit-in-step-closer-to-moon-rover-soft-landing/
Recent Match Report - West Indies vs India 3rd T20I 2023 | ESPNcricinfo.com,ESPN,2 days ago,"An exhilarating 44-ball 83 from Suryakumar Yadav, peppered with boundary shots all around the park,...",https://www.espn.com/series/21485/report/1381219/west-indies-vs-india-3rd-t20i-india-in-west-indies-2023
2023 World Cup tickets: When will they go on sale? How can you buy India match tickets? | Sporting...,Sporting News,22 hours ago,The blockbuster event of the year - the ICC Cricket World Cup 2023 - is just a couple of months...,https://www.sportingnews.com/in/cricket/news/2023-world-cup-tickets-sale-buy-india-match-tickets/dr3rs8ufvrstgowyukq1uz3b
Equinix Expands Footprint in Mumbai to Address Rising Demand for Digital Infrastructure,WKBN 27 Youngstown,12 hours ago,"To support India's growing digital economy, which is expected to reach $1 trillion by 20261, Equinix, Inc. (Nasdaq: EQIX), the world's digital infrastructure company ®, today ...",https://www.wkbn.com/business/press-releases/cision/20230810SF79623/equinix-expands-footprint-in-mumbai-to-address-rising-demand-for-digital-infrastructure
Equinix Expands Footprint in Mumbai to Address Rising Demand for Digital Infrastructure,WCMH Columbus,12 hours ago,"To support India's growing digital economy, which is expected to reach $1 trillion by 20261, Equinix, Inc. (Nasdaq: EQIX), the world's digital infrastructure company ®, today ...",https://www.nbc4i.com/business/press-releases/cision/20230810SF79623/equinix-expands-footprint-in-mumbai-to-address-rising-demand-for-digital-infrastructure
India religious violence threatens Modi’s image before G-20,The Olympian,5 days ago,"As Prime Minister Narendra Modi prepares to welcome Group of 20 leaders next month, some of the worst religious violence in years threatens to taint his efforts to showcase India< ...",https://www.theolympian.com/news/nation-world/world/article277984168.html
Automotive Mineral Fluid Lubricants Market Data Insights as Per Analysis of Covid-19 during Forecast...,Digital Journal,1 hour ago,(Exclusive Offer: Flat 25% discount on this report) Click Here to Access a Free Sample Report of the Global Automotive Mineral Fluid Lubricants Market @ https://www.marketinsightsreports.com ...,https://www.digitaljournal.com/pr/news/xherald/automotive-mineral-fluid-lubricants-market-data-insights-as-per-analysis-of-covid-19-during-forecast-period-2023-2029-shell-exxonmobil-bp-total
Looking for some new places in the Rock Hill region to eat out? Try these area openings,The Rock Hill Herald,1 hour ago,"Recent and planned openings come in Rock Hill, Fort Mill, Indian Land and Tega Cay.",https://www.heraldonline.com/news/business/article278088542.html
Rainforest nations in Africa and Asia join Amazon summit to discuss its preservation,theGrio via AOL,44 minutes ago,Summit leaders signed a declaration Tuesday in Brazil laying out economic development plans while...,https://www.aol.com/rainforest-nations-africa-asia-join-153804788.html
Oil India's Q1 profit rises marginally as lower costs outweigh rev drop,Reuters via Yahoo Finance,2 days ago,Oil India reported a marginal rise in first-quarter profit on Tuesday as a fall in expenses offset a dip in revenue on the back of a drop in crude prices. The oil explorer's ...,https://finance.yahoo.com/news/oil-indias-q1-profit-rises-112833559.html?fr=sycsrp_catchall
Poultry firm Venky's (India) profit tumbles over 60% on lower sales realisations,Reuters,3 days ago,"Venky's (India) (VENK.NS) reported a more than 60% plunge in its first-quarter profit on Monday, hurt by lower sales realisations at its oilseed and poultry and poultry products ...",https://www.reuters.com/world/india/poultry-firm-venkys-india-profit-tumbles-over-60-lower-sales-realisations-2023-08-07/
Exclusive-India bars makers of military drones from using Chinese parts,WSAU Wausau,3 days ago,By Krishn Kaushik NEW DELHI (Reuters) - India in recent months has barred domestic manufacturers of...,https://wsau.com/2023/08/07/exclusive-india-bars-makers-of-military-drones-from-using-chinese-parts/
India's Modi Faces a No-Confidence Vote Over Silence on Ethnic Violence Tearing at Remote Manipur,US News & World Report,4 days ago,His social media accounts suggest that Prime Minister Narendra Modi is launching high-speed trains and rubbing shoulders with foreign leaders as a powerhouse on the global stage and the face ...,https://www.usnews.com/news/world/articles/2023-08-07/indias-modi-faces-a-no-confidence-vote-over-silence-on-ethnic-violence-tearing-at-remote-manipur
India's top court temporarily halts conviction of opposition leader for mocking Modi's surname,WJXT Jacksonville,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic ...,https://www.news4jax.com/news/world/2023/08/04/indias-top-court-stays-conviction-of-opposition-leader-for-mocking-the-prime-ministers-surname/
India’s high court draws a line for equality,Christian Science Monitor via Yahoo News,3 days ago,"Critics of Indian Prime Minister Narendra Modi worry that he has cowed the judiciary during his near decade in power, enabling an agenda that has favored India’s Hindu majority ...",https://news.yahoo.com/india-high-court-draws-line-152229282.html?fr=sycsrp_catchall
Asian Champions Trophy: India hold their nerve to beat defending champs South Korea,ESPN,3 days ago,India edged past South Korea 3-2 in a thrilling encounter at the Mayor Radhakrishnan stadium in...,https://www.espn.com/field-hockey/story/_/id/38150298/asian-champions-trophy-hockey-india-vs-south-korea-hold-nerve-defending-champions
India's Modi faces a no-confidence vote over silence on ethnic violence tearing at remote Manipur,Associated Press via Yahoo News,4 days ago,His social media accounts suggest that Prime Minister Narendra Modi is launching high-speed trains...,https://news.yahoo.com/indias-modi-faces-no-confidence-041305601.html?fr=sycsrp_catchall
India's top court temporarily halts conviction of opposition leader for mocking Modi's surname,Associated Press,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime minister’s surname. A fierce critic ...,https://apnews.com/article/india-rahul-gandhi-supreme-court-ae85dd49eced0ba4546bbb4dbe8fe0e0
India’s top court temporarily halts conviction of opposition leader for mocking Modi’s surname,The Washington Times,6 days ago,India’s top court on Friday temporarily halted the criminal defamation conviction of opposition...,https://www.washingtontimes.com/news/2023/aug/4/indias-top-court-temporarily-halts-conviction-of-o/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",WDTV,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",https://www.wdtv.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
India seeks to boost manufacturing with laptop licensing move,KFGO,6 days ago,"NEW DELHI (Reuters) - India's decision to impose a licensing requirement for imports of laptops, tablets and personal computers will boost domestic manufacturing and ensure ...",https://kfgo.com/2023/08/04/india-seeks-to-boost-manufacturing-with-laptop-licensing-move/
WeWork's bankruptcy warning to not impact India unit,Reuters via Yahoo Finance,1 day ago,"WeWork's warning of a bankruptcy risk would not have an impact on its India unit, regional CEO Karan Virwani said on Wednesday. New York-based WeWork, which was valued at ...",https://finance.yahoo.com/news/weworks-bankruptcy-warning-not-impact-161421451.html?fr=sycsrp_catchall
India need to cut long tail short to find T20 success,ESPN,4 days ago,"Over the years, teams have shown there are many ways to be successful in T20 cricket. In the first...",https://africa.espn.com/cricket/story/_/id/38147617/wi-vs-ind-india-need-cut-long-tail-short-find-t20-success
India’s laptop import restrictions are a nasty throwback to the License Raj,Quartz,6 days ago,"‘Tis the season for festive sales in India, but instead of stocking shelves, laptop manufacturers...",https://qz.com/india-laptop-import-restrictions-license-raj-1850707086
India’s top court stays conviction of opposition leader for mocking the prime minister's surname,WSLS Newschannel 10 Roanoke,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime ministers surname. A fierce critic of Prime Minister ...,https://www.wsls.com/news/world/2023/08/04/indias-top-court-stays-conviction-of-opposition-leader-for-mocking-the-prime-ministers-surname/
India’s top court stays conviction of opposition leader for mocking the prime minister's surname,WKMG ClickOrlando,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking the prime ministers surname. A fierce critic of Prime Minister ...,https://www.clickorlando.com/news/world/2023/08/04/indias-top-court-stays-conviction-of-opposition-leader-for-mocking-the-prime-ministers-surname/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",WIFR Rockford,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",https://www.wifr.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",KY3 Springfield,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",https://www.ky3.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",WTVY Dothan,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",https://www.wtvy.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",WDBJ 7  Roanoke,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",https://www.wdbj7.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",WWNY - WNYF Watertown,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",http://www.wwnytv.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",KOLD News 13 Tuscon,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",http://www.kold.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",14 WFIE Evansville,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",http://www.14news.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
"Sathgen Therapeutics completes dosing of the first two cohorts of healthy volunteers with MSP008-22,...",Hawaii News Now,5 hours ago,"MSP008-22 is a new drug candidate that shows excellent efficacy against various viruses during preclinical developmentMUMBAI, India, Aug. 10, 2023 /PRNewswire/ -- Sathgen ...",http://www.hawaiinewsnow.com/prnewswire/2023/08/10/sathgen-therapeutics-completes-dosing-first-two-cohorts-healthy-volunteers-with-msp008-22-novel-anti-viral-drug/
Disney Rises On Earnings. Password Sharing Won't Skirt New Disney+ Price Hike,Investor's Business Daily,2 hours ago,"Disney+ had 146.1 million paid subscribers for the quarter, down from 157.8 million in Q2 and 152.1...",https://www.investors.com/news/disney-stock-dow-jones-giant-battles-content-costs-streaming-struggles-with-earnings-due/?src=A00220&yptr=yahoo
When did India last lose a T20I series against West Indies? | Sporting News India,Sporting News,3 days ago,"In the second T20I between India and West Indies in Guyana on Sunday, the hosts chased down 153 with...",https://www.sportingnews.com/in/cricket/news/when-did-india-last-lose-t20i-series-against-west-indies/algyouhkyvuo3mrtlbwkyn64
India Opposition Leader,The Sun Chronicle,3 days ago,FILE- Indian opposition leader Rahul Gandhi addresses a press conference after he was expelled from parliament after a court convicted him of defamation...,https://www.thesunchronicle.com/news/nation_world/india-opposition-leader/image_d996fb8a-7b3e-558a-b022-b7cee0519e23.html
"India Ink Tattoo Co. offers realistic tattoos, boutique vibes in Akron’s Northside Marketplace",The Cleveland Plain Dealer,3 days ago,"Among the new businesses to settle into the marketplace, located at 21 Furnace Street, is India Ink...",https://www.cleveland.com/akron/2023/08/india-ink-tattoo-co-offers-realistic-tattoos-boutique-vibes-in-akrons-northside-marketplace.html
Did India let down the maharajahs?,BBC via Yahoo News,3 days ago,"They had the power of life and death over their subjects, and thousands of minions attended to their every need. On the eve of Indian independence in...",https://news.yahoo.com/did-india-let-down-maharajahs-004124526.html?fr=sycsrp_catchall
Did India let down the maharajahs?,BBC via AOL,3 days ago,"They had the power of life and death over their subjects, and thousands of minions attended to their every need. On the eve of Indian independence in...",https://www.aol.com/did-india-let-down-maharajahs-004124596.html
India's Trent beats Q1 revenue view on higher footfalls,Reuters,1 day ago,"Indian merchandise retailer and hypermarket operator Trent on Wednesday beat first-quarter revenue estimates, aided by an increase in footfalls.",https://www.reuters.com/business/retail-consumer/indias-trent-beats-q1-revenue-view-higher-footfalls-2023-08-09/
Election 2024 Artificial Intelligence,Anacortes American,1 hour ago,Chair of the Federal Election Commission Dara Lindenbaum speaks during a Federal Election Commission public meeting on whether it should regulate the use...,https://www.goskagit.com/news/nation/election-2024-artificial-intelligence/image_0ad293fd-b88c-56d2-a1ad-7e156316e843.html
Paracetamol maker Granules India' Q1 profit hurt by cyber attack disruptions,Reuters via Yahoo News,1 day ago,"Granules India Ltd, the maker of paracetamol and ibuprofen pain relievers, reported a 62.5% fall in...",https://news.yahoo.com/paracetamol-maker-granules-india-q1-112726745.html?fr=sycsrp_catchall
India Ethnic Clashes,Anacortes American,4 days ago,"FILE- Indian Prime Minister Narendra Modi arrives on the opening day of the monsoon session of the Indian parliament in New Delhi, India, July 20, 2023. For three months, the",https://www.goskagit.com/news/world/india-ethnic-clashes/image_34ac9564-19c0-53c1-9c83-d7104388c6cf.html
India’s Top Court Stays Conviction of Opposition Leader for Mocking the Prime Minister's Surname,US News & World Report,6 days ago,India’s top court on Friday stayed the criminal defamation conviction of opposition leader Rahul Gandhi for mocking Prime Minister Narendra Modi’s surname — a conviction that ...,https://www.usnews.com/news/world/articles/2023-08-04/indias-top-court-stays-conviction-of-opposition-leader-for-mocking-the-prime-ministers-surname
APTOPIX India Daily Life,Goshen News,1 day ago,"An exile Tibetan Buddhist monk walks on a mountain path in Dharamshala, India, Wednesday, Aug. 9, 2023. (AP Photo/Ashwini Bhatia)",https://www.goshennews.com/news/national_news/aptopix-india-daily-life/image_951c826d-1f91-584c-afba-7da781110d0a.html
"Sony India, Zee Entertainment Merger Gets Key Approval",The Hollywood Reporter,5 hours ago,The mega-deal has run into various hurdles since being unveiled in 2021.,https://www.hollywoodreporter.com/business/business-news/sony-zee-entertainment-india-merger-approval-1235560709/
"Amazon Strikes Deal With Volvo's India JV For 1,000 Electric Trucks",Benzinga via Yahoo Finance,1 day ago,"This story was first published on the Benzinga India portal. Eicher Trucks and Buses, a joint...",https://finance.yahoo.com/news/amazon-strikes-deal-volvos-india-145226119.html?fr=sycsrp_catchall
